account_id,customer_id,account_type,balance
104999,2514,Salary,140229
105000,2514,Salary,164531
105001,2514,Current,767963
105002,2515,Current,81629
105003,2516,Current,393153
105004,2516,Current,22572
105005,2517,Salary,473404
105006,2517,Savings,62560
105007,2518,Salary,901546
105008,2518,Salary,369168
105009,2519,Savings,555699
105010,2519,Savings,231169
105011,2520,Salary,162247
105012,2521,Salary,309168
105013,2521,Savings,308132
105014,2521,Salary,54767
105015,2522,Savings,38798
105016,2522,Salary,870966
105017,2523,Salary,369921
105018,2523,Savings,131585
105019,2524,Savings,944581
105020,2524,Savings,837955
105021,2525,Salary,516258
105022,2526,Salary,177933
105023,2526,Current,348909
105024,2527,Savings,704611
105025,2527,Salary,37374
105026,2527,Current,133760
105027,2528,Salary,584540
105028,2528,Savings,628469
105029,2528,Savings,271989
105030,2529,Current,210680
105031,2529,Salary,292157
105032,2529,Current,382402
105033,2530,Savings,422085
105034,2530,Salary,946920
105035,2531,Savings,656823
105036,2531,Salary,235202
105037,2532,Savings,424756
105038,2533,Current,202232
105039,2534,Current,355498
105040,2534,Salary,992491
105041,2534,Salary,493226
105042,2535,Current,326633
105043,2535,Current,700004
105044,2535,Savings,932348
105045,2536,Salary,255385
105046,2537,Salary,595290
105047,2537,Savings,947480
105048,2537,Current,827672
105049,2538,Savings,803530
105050,2538,Current,507234
105051,2539,Savings,564631
105052,2540,Current,684302
105053,2541,Current,871731
105054,2542,Current,86044
105055,2542,Salary,761181
105056,2542,Salary,568272
105057,2543,Current,640167
105058,2544,Savings,933691
105059,2545,Salary,144104
105060,2546,Salary,373463
105061,2547,Salary,466482
105062,2547,Savings,215186
105063,2547,Salary,805218
105064,2548,Current,976250
105065,2549,Salary,222450
105066,2550,Salary,42608
105067,2550,Salary,597398
105068,2551,Current,14887
105069,2552,Current,136643
105070,2552,Savings,343254
105071,2552,Salary,504529
105072,2553,Savings,100312
105073,2553,Savings,542159
105074,2554,Savings,545680
105075,2554,Salary,975860
105076,2555,Savings,373290
105077,2555,Salary,703695
105078,2555,Savings,319088
105079,2556,Savings,920790
105080,2556,Current,323520
105081,2556,Salary,219502
105082,2557,Current,477888
105083,2558,Savings,258816
105084,2558,Salary,442928
105085,2559,Savings,373592
105086,2560,Current,667553
105087,2561,Salary,574989
105088,2561,Savings,571306
105089,2562,Savings,605002
105090,2563,Current,681482
105091,2563,Current,592718
105092,2563,Current,417397
105093,2564,Savings,123328
105094,2564,Salary,480891
105095,2565,Current,321875
105096,2565,Current,999044
105097,2565,Salary,717500
105098,2566,Savings,666215
105099,2566,Current,356629
105100,2567,Savings,594188
105101,2567,Current,426465
105102,2568,Salary,180770
105103,2568,Salary,273592
105104,2568,Current,225805
105105,2569,Current,750317
105106,2569,Salary,464782
105107,2569,Current,128129
105108,2570,Current,952561
105109,2570,Salary,721398
105110,2570,Salary,453030
105111,2571,Salary,130807
105112,2571,Savings,519601
105113,2572,Salary,769942
105114,2572,Current,153188
105115,2573,Savings,107828
105116,2573,Salary,480162
105117,2574,Savings,58098
105118,2574,Salary,230805
105119,2575,Salary,726981
105120,2576,Current,282905
105121,2576,Salary,743261
105122,2577,Current,652514
105123,2577,Salary,521324
105124,2578,Salary,201143
105125,2578,Savings,53332
105126,2579,Salary,454312
105127,2579,Current,45315
105128,2580,Current,199813
105129,2581,Savings,309637
105130,2581,Savings,223588
105131,2582,Salary,215488
105132,2582,Current,476327
105133,2582,Salary,202228
105134,2583,Salary,533207
105135,2583,Savings,753105
105136,2583,Savings,188112
105137,2584,Salary,44612
105138,2584,Savings,748063
105139,2585,Current,705906
105140,2585,Current,328430
105141,2585,Savings,272921
105142,2586,Savings,786564
105143,2586,Current,609127
105144,2586,Savings,525994
105145,2587,Salary,306303
105146,2587,Salary,258375
105147,2588,Savings,472873
105148,2588,Savings,495094
105149,2589,Current,591808
105150,2590,Salary,36563
105151,2591,Salary,340760
105152,2591,Savings,95928
105153,2592,Salary,159583
105154,2593,Current,725037
105155,2593,Savings,853496
105156,2594,Salary,863316
105157,2594,Current,698426
105158,2595,Salary,977440
105159,2595,Salary,719556
105160,2595,Salary,454893
105161,2596,Salary,113881
105162,2596,Savings,469416
105163,2597,Salary,116794
105164,2598,Current,593351
105165,2598,Salary,745182
105166,2599,Salary,352124
105167,2600,Salary,685648
105168,2600,Salary,451466
105169,2601,Savings,602584
105170,2601,Current,425471
105171,2602,Savings,647697
105172,2603,Current,962668
105173,2604,Current,403658
105174,2605,Savings,59786
105175,2605,Current,324879
105176,2605,Salary,397493
105177,2606,Current,742460
105178,2607,Salary,37669
105179,2607,Savings,32164
105180,2608,Current,885490
105181,2609,Savings,452199
105182,2609,Current,986651
105183,2610,Current,765054
105184,2610,Savings,764149
105185,2610,Current,18235
105186,2611,Salary,811707
105187,2612,Current,549914
105188,2612,Current,880257
105189,2613,Savings,232275
105190,2614,Current,442591
105191,2615,Current,476192
105192,2615,Salary,89675
105193,2616,Salary,940769
105194,2616,Salary,922773
105195,2617,Current,398600
105196,2617,Savings,811155
105197,2618,Salary,591801
105198,2619,Current,56207
105199,2620,Salary,205044
105200,2621,Savings,683801
105201,2621,Salary,865067
105202,2622,Salary,228195
105203,2622,Current,832626
105204,2622,Salary,369229
105205,2623,Salary,67516
105206,2624,Current,826569
105207,2624,Savings,18247
105208,2624,Savings,133700
105209,2625,Salary,509661
105210,2626,Savings,903903
105211,2627,Savings,890684
105212,2628,Salary,655786
105213,2629,Current,983798
105214,2629,Savings,130323
105215,2630,Savings,139698
105216,2630,Savings,142772
105217,2631,Salary,330638
105218,2631,Current,235374
105219,2632,Savings,27180
105220,2632,Salary,620210
105221,2632,Salary,630068
105222,2633,Current,674867
105223,2634,Current,401561
105224,2635,Savings,957551
105225,2636,Savings,875048
105226,2636,Salary,532185
105227,2637,Salary,262885
105228,2638,Current,474506
105229,2638,Current,446218
105230,2639,Current,569019
105231,2639,Current,690482
105232,2640,Salary,744462
105233,2640,Current,344523
105234,2641,Current,418469
105235,2641,Current,281620
105236,2642,Current,565657
105237,2642,Current,212272
105238,2642,Savings,478797
105239,2643,Current,932221
105240,2644,Savings,878154
105241,2644,Current,517094
105242,2644,Salary,389021
105243,2645,Savings,596435
105244,2646,Current,953285
105245,2646,Savings,934275
105246,2647,Salary,333274
105247,2647,Salary,981227
105248,2648,Savings,329162
105249,2648,Savings,768639
105250,2649,Salary,277387
105251,2649,Savings,590489
105252,2650,Current,10985
105253,2650,Savings,719952
105254,2650,Salary,735491
105255,2651,Salary,861442
105256,2651,Savings,964754
105257,2651,Salary,28254
105258,2652,Current,507921
105259,2652,Savings,621588
105260,2652,Current,889793
105261,2653,Current,903207
105262,2653,Current,379730
105263,2654,Salary,796942
105264,2654,Savings,46718
105265,2655,Current,625834
105266,2655,Savings,899630
105267,2656,Savings,774120
105268,2656,Savings,172453
105269,2657,Salary,809023
105270,2657,Current,200904
105271,2658,Savings,620582
105272,2658,Current,181591
105273,2658,Salary,897680
105274,2659,Savings,114434
105275,2660,Savings,510773
105276,2660,Savings,130823
105277,2660,Savings,85921
105278,2661,Salary,393445
105279,2661,Savings,144405
105280,2662,Savings,304750
105281,2663,Current,398188
105282,2664,Current,986993
105283,2664,Salary,380839
105284,2665,Salary,68149
105285,2666,Salary,502052
105286,2667,Current,290955
105287,2668,Salary,358446
105288,2669,Current,730537
105289,2670,Salary,112428
105290,2670,Savings,371160
105291,2670,Current,816043
105292,2671,Current,475577
105293,2671,Salary,773211
105294,2671,Savings,834128
105295,2672,Savings,470166
105296,2672,Salary,886943
105297,2672,Current,721346
105298,2673,Salary,978085
105299,2674,Salary,60728
105300,2674,Salary,506654
105301,2674,Savings,856266
105302,2675,Salary,61090
105303,2676,Savings,107971
105304,2677,Salary,746701
105305,2677,Current,832018
105306,2677,Savings,844671
105307,2678,Salary,623219
105308,2678,Salary,920866
105309,2679,Salary,117738
105310,2679,Salary,202341
105311,2680,Savings,167477
105312,2681,Salary,692290
105313,2682,Salary,422502
105314,2682,Current,908685
105315,2683,Salary,892482
105316,2684,Savings,54087
105317,2685,Savings,75712
105318,2686,Current,788980
105319,2686,Savings,906992
105320,2687,Salary,153424
105321,2688,Current,564750
105322,2688,Savings,774445
105323,2689,Savings,604639
105324,2690,Salary,181259
105325,2691,Salary,168413
105326,2691,Salary,796077
105327,2692,Salary,885848
105328,2692,Salary,264100
105329,2693,Savings,866800
105330,2693,Salary,594931
105331,2693,Salary,441298
105332,2694,Savings,190980
105333,2694,Salary,949015
105334,2694,Current,954233
105335,2695,Current,617559
105336,2695,Current,977693
105337,2696,Savings,196006
105338,2696,Salary,776425
105339,2696,Salary,907427
105340,2697,Current,520365
105341,2698,Current,553443
105342,2698,Current,194151
105343,2699,Current,939936
105344,2699,Savings,862605
105345,2700,Savings,395334
105346,2700,Salary,329849
105347,2700,Salary,447928
105348,2701,Salary,533796
105349,2701,Salary,142592
105350,2702,Savings,575774
105351,2702,Savings,233063
105352,2702,Salary,37464
105353,2703,Salary,689344
105354,2704,Savings,639981
105355,2704,Current,421354
105356,2704,Current,612552
105357,2705,Salary,680047
105358,2706,Salary,100674
105359,2706,Current,846034
105360,2707,Current,863410
105361,2707,Savings,85462
105362,2708,Current,866481
105363,2709,Current,352002
105364,2709,Current,599115
105365,2710,Salary,606363
105366,2710,Savings,307611
105367,2710,Savings,457360
105368,2711,Savings,59547
105369,2711,Savings,472738
105370,2712,Salary,693739
105371,2712,Current,7919
105372,2712,Savings,515985
105373,2713,Current,7232
105374,2713,Current,201720
105375,2713,Savings,878328
105376,2714,Current,581300
105377,2714,Savings,833910
105378,2715,Savings,91786
105379,2715,Savings,625790
105380,2716,Savings,401967
105381,2716,Savings,341372
105382,2717,Current,658143
105383,2718,Savings,661447
105384,2718,Current,88152
105385,2718,Salary,401208
105386,2719,Savings,416787
105387,2719,Savings,796153
105388,2720,Savings,950628
105389,2720,Salary,243551
105390,2720,Savings,204353
105391,2721,Salary,409798
105392,2722,Savings,919791
105393,2722,Savings,163195
105394,2722,Current,43728
105395,2723,Current,766922
105396,2723,Current,652369
105397,2724,Current,46691
105398,2724,Savings,896320
105399,2724,Current,993142
105400,2725,Current,899703
105401,2725,Salary,168798
105402,2726,Savings,56736
105403,2726,Savings,280159
105404,2726,Current,295372
105405,2727,Current,808323
105406,2727,Salary,115628
105407,2727,Savings,844225
105408,2728,Savings,255275
105409,2728,Salary,219223
105410,2728,Savings,27822
105411,2729,Salary,438226
105412,2729,Savings,282374
105413,2729,Current,508588
105414,2730,Current,920324
105415,2730,Current,335408
105416,2730,Savings,769073
105417,2731,Current,95431
105418,2731,Savings,860605
105419,2732,Savings,910105
105420,2733,Current,445853
105421,2733,Savings,836083
105422,2734,Salary,979598
105423,2734,Current,774250
105424,2735,Salary,991059
105425,2735,Savings,822293
105426,2735,Salary,945024
105427,2736,Savings,87229
105428,2736,Current,488747
105429,2736,Savings,295528
105430,2737,Salary,928431
105431,2737,Savings,844249
105432,2738,Salary,184115
105433,2738,Savings,408350
105434,2739,Salary,127087
105435,2739,Salary,960660
105436,2740,Savings,818618
105437,2740,Salary,230110
105438,2740,Current,521388
105439,2741,Savings,417942
105440,2741,Current,867534
105441,2742,Current,14011
105442,2742,Current,410157
105443,2743,Salary,918514
105444,2743,Savings,256265
105445,2744,Salary,565281
105446,2745,Savings,99403
105447,2745,Salary,101336
105448,2746,Current,6560
105449,2747,Savings,157378
105450,2748,Current,668241
105451,2748,Salary,677123
105452,2749,Salary,423408
105453,2750,Current,777252
105454,2750,Savings,619033
105455,2751,Salary,243617
105456,2751,Current,773296
105457,2751,Salary,533121
105458,2752,Current,807952
105459,2752,Salary,728738
105460,2753,Savings,67014
105461,2754,Salary,170938
105462,2754,Savings,39188
105463,2755,Current,9021
105464,2756,Current,766740
105465,2756,Current,674260
105466,2757,Salary,710795
105467,2757,Savings,642984
105468,2757,Salary,655375
105469,2758,Savings,134283
105470,2758,Salary,415297
105471,2759,Current,906796
105472,2759,Current,345062
105473,2760,Savings,577404
105474,2760,Current,949996
105475,2761,Savings,152321
105476,2761,Current,497938
105477,2761,Savings,946787
105478,2762,Salary,950990
105479,2762,Current,677756
105480,2763,Current,533654
105481,2764,Current,334547
105482,2764,Savings,871019
105483,2764,Savings,106269
105484,2765,Savings,263160
105485,2765,Salary,238032
105486,2765,Current,470373
105487,2766,Savings,388033
105488,2767,Savings,721195
105489,2768,Salary,573492
105490,2768,Current,389342
105491,2769,Salary,347955
105492,2769,Current,600553
105493,2770,Savings,809729
105494,2770,Current,70415
105495,2770,Current,780387
105496,2771,Current,983350
105497,2771,Savings,253854
105498,2771,Current,978546
105499,2772,Salary,914068
105500,2772,Current,226233
105501,2773,Current,867102
105502,2774,Current,604432
105503,2774,Savings,231553
105504,2774,Current,936875
105505,2775,Salary,458257
105506,2775,Salary,581705
105507,2775,Salary,966013
105508,2776,Savings,585420
105509,2777,Current,497827
105510,2778,Savings,890675
105511,2778,Savings,721793
105512,2778,Savings,377669
105513,2779,Current,933987
105514,2779,Current,554206
105515,2780,Salary,617811
105516,2780,Salary,664365
105517,2780,Savings,426901
105518,2781,Savings,773294
105519,2782,Salary,390465
105520,2782,Salary,73851
105521,2783,Savings,545086
105522,2783,Current,985302
105523,2784,Salary,683205
105524,2784,Salary,146033
105525,2785,Salary,92828
105526,2785,Salary,14404
105527,2786,Salary,175954
105528,2786,Salary,309016
105529,2787,Savings,389347
105530,2787,Salary,166289
105531,2788,Salary,82751
105532,2789,Current,932574
105533,2789,Current,365629
105534,2790,Salary,417469
105535,2791,Savings,310643
105536,2791,Salary,254895
105537,2791,Salary,62413
105538,2792,Current,763002
105539,2792,Salary,842266
105540,2792,Salary,839304
105541,2793,Salary,345785
105542,2794,Salary,179320
105543,2794,Salary,677395
105544,2794,Savings,998712
105545,2795,Salary,408371
105546,2795,Salary,201352
105547,2795,Savings,541008
105548,2796,Salary,71563
105549,2796,Savings,482635
105550,2796,Savings,292933
105551,2797,Current,979634
105552,2797,Savings,892757
105553,2798,Savings,130663
105554,2798,Savings,413058
105555,2799,Salary,808220
105556,2800,Current,348546
105557,2800,Savings,917811
105558,2801,Savings,236604
105559,2801,Current,791311
105560,2802,Savings,402973
105561,2802,Savings,642252
105562,2803,Salary,472541
105563,2803,Savings,192066
105564,2803,Savings,248557
105565,2804,Current,138317
105566,2804,Salary,949755
105567,2804,Current,436666
105568,2805,Salary,780299
105569,2805,Current,991195
105570,2805,Salary,405593
105571,2806,Salary,192932
105572,2806,Current,754959
105573,2806,Savings,71997
105574,2807,Current,197226
105575,2807,Salary,863657
105576,2807,Savings,561428
105577,2808,Current,325498
105578,2808,Salary,288361
105579,2809,Current,807506
105580,2810,Savings,65819
105581,2810,Current,857157
105582,2810,Current,55166
105583,2811,Savings,954971
105584,2811,Current,611167
105585,2811,Salary,524484
105586,2812,Salary,687531
105587,2813,Current,242558
105588,2813,Salary,155430
105589,2813,Savings,772695
105590,2814,Savings,975269
105591,2814,Salary,98047
105592,2814,Current,775122
105593,2815,Savings,251082
105594,2815,Current,374409
105595,2815,Current,735210
105596,2816,Salary,605206
105597,2817,Savings,471862
105598,2817,Savings,138216
105599,2818,Salary,338747
105600,2818,Salary,475389
105601,2819,Salary,426918
105602,2820,Salary,7358
105603,2820,Salary,482700
105604,2820,Current,153308
105605,2821,Savings,474554
105606,2821,Current,959988
105607,2822,Savings,271151
105608,2823,Savings,8515
105609,2823,Savings,436566
105610,2824,Current,759232
105611,2824,Salary,860675
105612,2824,Savings,862134
105613,2825,Salary,533922
105614,2825,Current,390465
105615,2826,Salary,23914
105616,2827,Salary,913313
105617,2827,Savings,631216
105618,2827,Current,992809
105619,2828,Savings,493633
105620,2828,Salary,564480
105621,2828,Salary,252773
105622,2829,Salary,162423
105623,2830,Savings,378154
105624,2831,Current,62017
105625,2831,Salary,6893
105626,2831,Current,794843
105627,2832,Salary,778402
105628,2832,Salary,915126
105629,2832,Current,335858
105630,2833,Savings,723772
105631,2834,Savings,717362
105632,2835,Salary,793027
105633,2835,Savings,753264
105634,2836,Savings,442398
105635,2837,Salary,676497
105636,2838,Current,975924
105637,2839,Current,291172
105638,2839,Savings,357092
105639,2840,Savings,764768
105640,2840,Current,85699
105641,2841,Current,333605
105642,2841,Current,538567
105643,2842,Current,78758
105644,2843,Current,679442
105645,2843,Current,37834
105646,2843,Savings,376589
105647,2844,Savings,50673
105648,2844,Salary,358669
105649,2845,Current,450758
105650,2845,Savings,460039
105651,2845,Current,279241
105652,2846,Savings,859828
105653,2846,Salary,37586
105654,2846,Savings,435722
105655,2847,Savings,705378
105656,2848,Savings,966414
105657,2849,Salary,107611
105658,2849,Savings,35417
105659,2849,Savings,936366
105660,2850,Current,770511
105661,2850,Salary,919526
105662,2851,Current,886428
105663,2851,Current,409967
105664,2852,Current,773644
105665,2853,Savings,414361
105666,2853,Savings,686867
105667,2854,Salary,224723
105668,2854,Salary,466774
105669,2855,Current,661791
105670,2855,Savings,284958
105671,2856,Salary,451903
105672,2856,Current,379551
105673,2856,Salary,931498
105674,2857,Salary,206292
105675,2857,Current,764860
105676,2857,Current,317596
105677,2858,Salary,552184
105678,2859,Salary,294285
105679,2860,Current,730139
105680,2860,Current,920116
105681,2860,Current,906160
105682,2861,Salary,966343
105683,2861,Current,755085
105684,2862,Current,899417
105685,2862,Salary,665778
105686,2862,Savings,488133
105687,2863,Current,961938
105688,2864,Current,625372
105689,2864,Current,406389
105690,2864,Savings,496771
105691,2865,Salary,468327
105692,2866,Savings,342392
105693,2866,Savings,989178
105694,2866,Savings,257816
105695,2867,Salary,646591
105696,2868,Salary,182605
105697,2868,Current,18140
105698,2868,Savings,230818
105699,2869,Current,131767
105700,2869,Salary,971200
105701,2869,Savings,46778
105702,2870,Savings,733662
105703,2871,Savings,781306
105704,2871,Salary,633655
105705,2871,Savings,643333
105706,2872,Salary,337954
105707,2873,Savings,702435
105708,2874,Current,627971
105709,2874,Current,357590
105710,2875,Current,595896
105711,2876,Current,455105
105712,2877,Current,974113
105713,2877,Salary,865926
105714,2878,Savings,692441
105715,2879,Salary,859209
105716,2880,Salary,217193
105717,2880,Current,560596
105718,2880,Salary,747641
105719,2881,Salary,524390
105720,2881,Savings,745025
105721,2882,Salary,372650
105722,2882,Current,322183
105723,2883,Salary,598472
105724,2883,Current,340404
105725,2884,Savings,104222
105726,2884,Salary,854203
105727,2884,Salary,438840
105728,2885,Current,984358
105729,2885,Salary,121878
105730,2885,Current,772978
105731,2886,Current,792827
105732,2887,Current,963042
105733,2887,Current,952400
105734,2887,Current,106705
105735,2888,Current,971399
105736,2888,Salary,469792
105737,2888,Salary,38880
105738,2889,Current,489486
105739,2890,Savings,384199
105740,2891,Salary,81705
105741,2892,Savings,634230
105742,2892,Savings,17596
105743,2893,Savings,678587
105744,2894,Savings,948356
105745,2894,Salary,7979
105746,2894,Current,189764
105747,2895,Savings,89252
105748,2895,Current,740423
105749,2895,Current,613042
105750,2896,Savings,797110
105751,2896,Salary,351907
105752,2896,Salary,959722
105753,2897,Salary,299835
105754,2897,Salary,891685
105755,2898,Salary,141413
105756,2899,Savings,902345
105757,2899,Salary,64793
105758,2900,Salary,872631
105759,2901,Current,583993
105760,2901,Savings,345706
105761,2901,Savings,303127
105762,2902,Savings,617080
105763,2902,Current,37743
105764,2903,Salary,940298
105765,2903,Savings,512552
105766,2904,Current,578418
105767,2904,Salary,921266
105768,2905,Savings,949655
105769,2906,Current,13510
105770,2907,Current,310122
105771,2908,Salary,60881
105772,2908,Savings,975561
105773,2909,Salary,690706
105774,2909,Current,64379
105775,2909,Salary,243691
105776,2910,Current,86353
105777,2910,Current,83595
105778,2910,Current,60021
105779,2911,Savings,398895
105780,2911,Current,104758
105781,2912,Current,984669
105782,2912,Savings,624713
105783,2912,Salary,893797
105784,2913,Current,708248
105785,2914,Salary,377630
105786,2914,Current,358548
105787,2915,Current,885498
105788,2916,Salary,344890
105789,2916,Salary,13337
105790,2917,Salary,967261
105791,2917,Savings,99701
105792,2917,Savings,55010
105793,2918,Current,501539
105794,2919,Current,225726
105795,2920,Salary,761739
105796,2920,Savings,814797
105797,2921,Savings,764128
105798,2921,Salary,559608
105799,2921,Current,892987
105800,2922,Current,212804
105801,2922,Savings,819916
105802,2922,Current,157287
105803,2923,Current,542933
105804,2923,Savings,91762
105805,2924,Savings,882224
105806,2924,Salary,482796
105807,2924,Savings,821989
105808,2925,Salary,525895
105809,2925,Salary,467631
105810,2926,Savings,533773
105811,2926,Savings,397869
105812,2926,Current,334952
105813,2927,Salary,769480
105814,2928,Salary,839908
105815,2929,Savings,89896
105816,2929,Salary,481165
105817,2929,Savings,578530
105818,2930,Current,285682
105819,2930,Current,843372
105820,2930,Current,191002
105821,2931,Savings,874839
105822,2931,Salary,431834
105823,2932,Savings,775842
105824,2933,Current,839195
105825,2933,Savings,317810
105826,2934,Salary,997834
105827,2934,Current,158091
105828,2934,Current,888679
105829,2935,Current,783411
105830,2935,Current,484426
105831,2936,Current,73434
105832,2936,Current,115272
105833,2936,Savings,113880
105834,2937,Salary,10655
105835,2938,Current,905981
105836,2938,Current,288201
105837,2939,Current,877738
105838,2939,Current,843962
105839,2940,Savings,671175
105840,2941,Current,817878
105841,2941,Savings,42864
105842,2941,Savings,256117
105843,2942,Salary,662538
105844,2943,Current,461796
105845,2944,Salary,874222
105846,2944,Salary,896698
105847,2945,Salary,749316
105848,2945,Savings,81350
105849,2945,Savings,456149
105850,2946,Savings,965082
105851,2946,Current,445313
105852,2947,Current,425754
105853,2948,Savings,5168
105854,2948,Salary,608749
105855,2948,Salary,869031
105856,2949,Salary,440054
105857,2949,Salary,732204
105858,2949,Savings,681983
105859,2950,Current,192102
105860,2951,Salary,347798
105861,2951,Current,955597
105862,2951,Savings,43502
105863,2952,Salary,159134
105864,2952,Salary,304396
105865,2953,Salary,691626
105866,2953,Salary,961374
105867,2954,Current,692840
105868,2954,Salary,671298
105869,2955,Salary,383406
105870,2955,Savings,768840
105871,2956,Current,374423
105872,2957,Salary,747659
105873,2957,Current,697086
105874,2957,Current,62220
105875,2958,Savings,866332
105876,2958,Savings,431411
105877,2959,Savings,800017
105878,2959,Salary,681485
105879,2960,Savings,161480
105880,2961,Salary,190018
105881,2961,Current,689028
105882,2961,Salary,57142
105883,2962,Current,730308
105884,2962,Current,399834
105885,2963,Current,787122
105886,2963,Salary,55976
105887,2964,Savings,732344
105888,2964,Salary,261679
105889,2965,Savings,137262
105890,2965,Savings,924673
105891,2965,Current,929788
105892,2966,Savings,897717
105893,2966,Salary,274121
105894,2967,Savings,218644
105895,2967,Savings,328426
105896,2967,Salary,901308
105897,2968,Salary,595471
105898,2969,Savings,435614
105899,2970,Salary,882288
105900,2970,Current,845889
105901,2970,Salary,910102
105902,2971,Salary,687788
105903,2971,Savings,46039
105904,2971,Salary,88891
105905,2972,Current,521746
105906,2972,Salary,351222
105907,2972,Current,703614
105908,2973,Salary,627680
105909,2973,Savings,575394
105910,2973,Current,401402
105911,2974,Current,316002
105912,2974,Savings,74224
105913,2974,Salary,236534
105914,2975,Salary,254675
105915,2975,Salary,688827
105916,2975,Salary,45564
105917,2976,Savings,275997
105918,2976,Salary,480486
105919,2976,Savings,799670
105920,2977,Current,918482
105921,2977,Salary,912823
105922,2978,Salary,214292
105923,2978,Savings,932674
105924,2979,Savings,18788
105925,2979,Salary,429597
105926,2980,Current,532697
105927,2980,Current,645730
105928,2980,Savings,602914
105929,2981,Current,790421
105930,2981,Current,621818
105931,2981,Current,191796
105932,2982,Savings,747124
105933,2982,Savings,503193
105934,2983,Savings,326879
105935,2983,Current,489902
105936,2983,Savings,396272
105937,2984,Current,467834
105938,2984,Savings,549158
105939,2985,Salary,75673
105940,2986,Salary,313102
105941,2986,Current,228822
105942,2987,Savings,554565
105943,2988,Salary,348746
105944,2989,Savings,988277
105945,2989,Salary,511769
105946,2989,Current,173595
105947,2990,Savings,227372
105948,2990,Current,667163
105949,2991,Savings,886893
105950,2992,Savings,102740
105951,2992,Savings,743564
105952,2993,Salary,555161
105953,2994,Salary,510815
105954,2994,Savings,555455
105955,2995,Savings,158298
105956,2996,Salary,151144
105957,2996,Savings,914145
105958,2996,Current,999709
105959,2997,Salary,177296
105960,2997,Salary,457932
105961,2997,Current,247240
105962,2998,Current,513189
105963,2998,Salary,526911
105964,2998,Salary,218393
105965,2999,Savings,29567
105966,2999,Savings,575329
105967,3000,Savings,60912
105968,3000,Savings,786444
105969,3001,Salary,591686
105970,3002,Savings,968648
105971,3002,Current,919370
105972,3003,Savings,668663
105973,3004,Current,642492
105974,3005,Savings,749933
105975,3006,Savings,96411
105976,3006,Current,738403
105977,3007,Savings,926472
105978,3007,Current,155375
105979,3008,Savings,56374
105980,3008,Savings,139071
105981,3008,Salary,663968
105982,3009,Salary,605957
105983,3010,Salary,241712
105984,3010,Savings,248750
105985,3011,Current,394084
105986,3011,Current,305812
105987,3011,Salary,760834
105988,3012,Current,94253
105989,3013,Savings,728450
105990,3013,Current,807062
105991,3013,Current,304918
105992,3014,Savings,367143
105993,3014,Salary,382748
105994,3014,Current,119883
105995,3015,Current,528715
105996,3015,Salary,790408
105997,3016,Salary,373327
105998,3016,Savings,553168
105999,3017,Savings,45958
106000,3017,Savings,18673
106001,3017,Savings,101642
106002,3018,Current,385561
106003,3018,Salary,406061
106004,3019,Current,582803
106005,3019,Current,727943
106006,3019,Current,690716
106007,3020,Savings,759403
106008,3020,Savings,103012
106009,3021,Current,560448
106010,3021,Current,435037
106011,3021,Current,435698
106012,3022,Current,944332
106013,3022,Current,947677
106014,3022,Current,54289
106015,3023,Salary,404254
106016,3023,Savings,483731
106017,3023,Salary,240954
106018,3024,Salary,123581
106019,3025,Savings,172835
106020,3026,Salary,323293
106021,3026,Salary,704321
106022,3026,Current,766818
106023,3027,Current,279482
106024,3028,Salary,518684
106025,3028,Salary,335419
106026,3028,Current,518095
106027,3029,Current,184129
106028,3030,Salary,769791
106029,3031,Current,156520
106030,3031,Current,724398
106031,3031,Current,20765
106032,3032,Salary,345515
106033,3033,Current,593174
106034,3034,Savings,325650
106035,3034,Savings,907415
106036,3035,Salary,659499
106037,3035,Salary,657001
106038,3035,Salary,637537
106039,3036,Salary,437114
106040,3036,Savings,328729
106041,3036,Savings,517349
106042,3037,Salary,658253
106043,3038,Salary,564039
106044,3039,Current,193122
106045,3039,Salary,201432
106046,3040,Salary,116879
106047,3041,Current,822604
106048,3041,Savings,982240
106049,3042,Current,170880
106050,3043,Current,651761
106051,3043,Salary,279480
106052,3043,Savings,797879
106053,3044,Salary,688667
106054,3045,Savings,865017
106055,3045,Salary,338361
106056,3045,Current,228266
106057,3046,Current,753528
106058,3047,Current,625910
106059,3047,Salary,637073
106060,3048,Savings,490122
106061,3048,Salary,870271
106062,3048,Current,8072
106063,3049,Current,284726
106064,3050,Current,484640
106065,3051,Savings,379556
106066,3051,Savings,112436
106067,3052,Current,826267
106068,3053,Current,612785
106069,3054,Savings,263080
106070,3054,Savings,429356
106071,3055,Salary,738447
106072,3055,Current,918373
106073,3055,Salary,825585
106074,3056,Salary,796857
106075,3057,Current,80461
106076,3058,Savings,353084
106077,3059,Savings,583395
106078,3060,Salary,347775
106079,3061,Current,934877
106080,3061,Current,731002
106081,3062,Current,356785
106082,3063,Savings,538637
106083,3063,Current,168592
106084,3063,Current,810339
106085,3064,Salary,916340
106086,3064,Current,232598
106087,3065,Salary,314059
106088,3065,Current,333987
106089,3066,Savings,567404
106090,3067,Savings,862277
106091,3068,Current,820765
106092,3068,Current,129872
106093,3068,Salary,804624
106094,3069,Current,378706
106095,3070,Salary,18460
106096,3071,Current,733161
106097,3072,Current,787385
106098,3073,Savings,493925
106099,3073,Current,214035
106100,3073,Current,974370
106101,3074,Salary,524115
106102,3074,Current,774714
